ap_name,switch,port,site
CO-DSC-CLO05-WA001,SW02_PALM_UNIP1,GigabitEthernet1/0/22,LATO-CO-DSC-CLO-CLO-05
CO-DSC-CLO05-WA002,SW02_PALM_UNIP1,GigabitEthernet1/0/21,LATO-CO-DSC-CLO-CLO-05
CO-DSC-CLO05-WA003,SW02_PALM_UNIP1,GigabitEthernet1/0/20,LATO-CO-DSC-CLO-CLO-05
CO-DSC-CLO06-WA001,SWL202_PALMIRA_COLGATE_ADMP2,GigabitEthernet1/0/6,LATO-CO-DSC-CLO-CLO-06
CO-DSC-CLO06-WA002,SWL202_PALMIRA_COLGATE_ADMP2,GigabitEthernet1/0/2,LATO-CO-DSC-CLO-CLO-06
CO-DSC-CLO06-WA003,SWL202_PALMIRA_COLGATE_ADMP2,GigabitEthernet1/0/3,LATO-CO-DSC-CLO-CLO-06
CO-DSC-CLO06-WA004,SWL202_PALMIRA_COLGATE_ADMP2,GigabitEthernet1/0/5,LATO-CO-DSC-CLO-CLO-06
CO-DSC-CLO06-WA005,SWL202_PALMIRA_COLGATE_ADMP2,GigabitEthernet1/0/4,LATO-CO-DSC-CLO-CLO-06
CO-DSC-CLO06-WA006,SWL202_PALMIRA_COLGATE_ADMP2,GigabitEthernet1/0/1,LATO-CO-DSC-CLO-CLO-06
CO-DSC-DIA-WA001,SWL302_DG22_ADM_P2,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA002,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/7,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA003,SWL201_DG22_CM_ADM_P2,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA004,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/11,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA005,SWL201_DG22_GRUNENTHAL_P2,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA006,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/9,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA007,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA008,SWL201_DG22_CM_ADM_P2,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA009,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/8,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA010,SWL201_DG22_BIOMERIEUX_P1,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA011,SWL201_DG22_LAFRAN_ADM_P2,GigabitEthernet1/0/4,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA012,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA013,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/4,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA014,SWL202_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA015,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/10,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA016,SWL201_DG22_GRUNENTHAL_P2,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA017,SWL201_DG22_CM_ADM_P2,GigabitEthernet1/0/4,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA018,SWL202_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA019,SWL201_DG22_LAFRAN_ADM_P2,GigabitEthernet1/0/5,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA020,SWL201_DG22_BIOMERIEUX_P1,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA021,SWL201_DG22_GRUNENTHAL_P2,GigabitEthernet1/0/3,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA022,SWL302_DG22_ADM_P2,GigabitEthernet1/0/38,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA023,SWL201_DG22_CM_ADM_P2,GigabitEthernet1/0/3,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA024,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/6,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA025,SWL302_DG22_ADM_P2,GigabitEthernet1/0/46,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA026,SWL201_DG22_LAFRAN_ADM_P2,GigabitEthernet1/0/6,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA027,SWL201_DG22_PAQUET_BOD_P1,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA028,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/5,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA029,SWL201_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/3,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA030,SWL201_DG22_CAD_P1,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA031,SWL202_DG22_PAQUET_BOD_P1,GigabitEthernet1/0/6,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA032,SWL201_DG22_LAFRAN_ADM_P2,GigabitEthernet1/0/15,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA033,SWL201_DG22_FARMA_ADM_P2,GigabitEthernet1/0/23,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA034,SWL201_DG22_CM_ADM_P2,GigabitEthernet1/0/5,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA035,SWL202_DG22_NOVARTIS_VENTILACION_BOD,GigabitEthernet1/0/14,LATO-CO-DSC-BOG-DIA-05
CO-DSC-DIA-WA036,SWL302_DG22_ADM_P2,GigabitEthernet1/0/14,LATO-CO-DSC-BOG-DIA-05
CO-DSC-FLA06-WA001,SWL201_ITAG_FLA_OFIP1,GigabitEthernet1/0/7,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA002,SWL202_ITAG_FLA_OFIP1,GigabitEthernet1/0/7,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA003,SWL202_ITAG_FLA_OFIP1,GigabitEthernet1/0/4,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA004,SWL202_ITAG_FLA_OFIP1,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA005,SWL201_ITAG_FLA_OFIP1,GigabitEthernet1/0/2,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA006,SWL202_ITAG_FLA_OFIP1,GigabitEthernet1/0/20,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA007,SWL201_ITAG_FLA_OFIP1,GigabitEthernet1/0/22,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA008,SWL201_ITAG_FLA_OFIP1,GigabitEthernet1/0/3,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA009,SWL202_ITAG_FLA_OFIP1,GigabitEthernet1/0/23,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA010,SWL201_ITAG_FLA_OFIP1,GigabitEthernet1/0/4,LATO-CO-DSC-MDE-FLA-06
CO-DSC-FLA06-WA011,SWL201_ITAG_FLA_OFIP1,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-FLA-06
CO-DSC-LOG-WA001,SWL203_LOGIKA_MARS,GigabitEthernet1/0/2,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA002,SWL202_LOGIKA_MARS,GigabitEthernet1/0/7,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA003,SWL202_LOGIKA_MARS,GigabitEthernet1/0/13,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA004,SWL202_LOGIKA_MARS,GigabitEthernet1/0/5,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA005,SWL202_LOGIKA_MARS,GigabitEthernet1/0/6,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA006,SWL202_LOGIKA_MARS,GigabitEthernet1/0/10,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA007,SWL202_LOGIKA_MARS,GigabitEthernet1/0/12,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA008,SWL202_LOGIKA_MARS,GigabitEthernet1/0/4,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA009,SWL202_LOGIKA_MARS,GigabitEthernet1/0/1,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA010,SWL203_LOGIKA_MARS,GigabitEthernet1/0/4,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA011,SWL202_LOGIKA_MARS,GigabitEthernet1/0/3,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA012,SWL202_LOGIKA_MARS,GigabitEthernet1/0/9,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA013,SWL202_LOGIKA_MARS,GigabitEthernet1/0/11,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA014,SWL202_LOGIKA_MARS,GigabitEthernet1/0/2,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-LOG-WA015,SWL202_LOGIKA_MARS,GigabitEthernet1/0/8,LATO-CO-DSC-BAQ-LOG-01
CO-DSC-MDEEST02-WA001,SWL201_EST301_ADM_P1,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-EST-02
CO-DSC-MDEEST02-WA002,SWL201_EST301_ADM_P1,GigabitEthernet1/0/8,LATO-CO-DSC-MDE-EST-02
CO-DSC-MDEEST02-WA003,SWL201_EST301_ADM_P1,GigabitEthernet1/0/2,LATO-CO-DSC-MDE-EST-02
CO-DSC-MDEEST02-WA004,SWL201_EST301_ADM_P1,GigabitEthernet1/0/5,LATO-CO-DSC-MDE-EST-02
CO-DSC-MDEEST02-WA005,SWL201_EST301_ADM_P1,GigabitEthernet1/0/4,LATO-CO-DSC-MDE-EST-02
CO-DSC-MDEEST02-WA006,SWL201_EST301_ADM_P1,GigabitEthernet1/0/3,LATO-CO-DSC-MDE-EST-02
CO-DSC-MDEEST-WA001,SW01_ESTR_OFIP2,GigabitEthernet1/0/4,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA003,SW01_ESTR_OFIP2,GigabitEthernet1/0/9,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA004,SW02_ESTR_MEZP2,GigabitEthernet1/0/1,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA005,SW01_ESTR_OFIP2,GigabitEthernet1/0/10,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA006,SW02_ESTR_MEZP2,GigabitEthernet1/0/4,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA011,SW02_ESTR_MEZP2,GigabitEthernet1/0/2,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA012,SW02_ESTR_MEZP2,GigabitEthernet1/0/11,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA013,SW02_ESTR_MEZP2,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA015,SW02_ESTR_MEZP2,GigabitEthernet1/0/12,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA017,SW02_ESTR_MEZP2,GigabitEthernet1/0/8,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA018,SW02_ESTR_MEZP2,GigabitEthernet1/0/5,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEEST-WA019,SW01_ESTR_OFIP2,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-EST-03
CO-DSC-MDEOLA-WA002,SW02_OLAY_OFI_PISO1,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA003,SW02_OLAY_OFI_PISO1,GigabitEthernet1/0/5,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA005,SW04_OLAY_PISO1,GigabitEthernet1/0/1,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA007,SW05_OLAY_PISO1,GigabitEthernet1/0/2,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA008,SW05_OLAY_PISO1,GigabitEthernet1/0/3,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA009,SW05_OLAY_PISO1,GigabitEthernet1/0/1,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA010,SW05_OLAY_PISO1,GigabitEthernet1/0/5,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA011,SW05_OLAY_PISO1,GigabitEthernet1/0/4,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA013,SW03_OLAY_PISO2,GigabitEthernet1/0/39,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA014,SW03_OLAY_PISO2,GigabitEthernet1/0/40,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA015,SW05_OLAY_PISO1,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA016,SW03_OLAY_PISO2,GigabitEthernet1/0/37,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA017,SW03_OLAY_PISO2,GigabitEthernet1/0/38,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA018,SW05_OLAY_PISO1,GigabitEthernet1/0/7,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA019,SW03_OLAY_PISO2,GigabitEthernet1/0/43,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA020,SW03_OLAY_PISO2,GigabitEthernet1/0/44,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA021,SW03_OLAY_PISO2,GigabitEthernet1/0/45,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA022,SW04_OLAY_PISO1,GigabitEthernet1/0/16,LATO-CO-DSC-MDE-OLA-01
CO-DSC-MDEOLA-WA023,SW04_OLAY_PISO1,GigabitEthernet1/0/15,LATO-CO-DSC-MDE-OLA-01
CO-DSC-NIQ-WA001,SWL203_NIQUI_P1,GigabitEthernet1/0/15,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA002,SWL203_NIQUI_P1,GigabitEthernet1/0/16,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA003,SWL203_NIQUI_P1,GigabitEthernet1/0/17,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA004,SWL203_NIQUI_P1,GigabitEthernet1/0/18,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA007,SWL204_NIQUI_P1,GigabitEthernet1/0/8,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA008,SWL204_NIQUI_P1,GigabitEthernet1/0/9,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA009,SWL204_NIQUI_P1,GigabitEthernet1/0/2,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA010,SWL204_NIQUI_P1,GigabitEthernet1/0/10,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA012,SWL204_NIQUI_P1,GigabitEthernet1/0/11,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA013,SWL204_NIQUI_P1,GigabitEthernet1/0/5,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA014,SWL204_NIQUI_P1,GigabitEthernet1/0/6,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA015,SWL204_NIQUI_P1,GigabitEthernet1/0/7,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA016,SW06_NIQ_DERSA_P2,GigabitEthernet1/0/2,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA017,SW06_NIQ_DERSA_P2,GigabitEthernet1/0/3,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA018,SWL204_NIQUI_P1,GigabitEthernet1/0/3,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA019,SW06_NIQ_DERSA_P2,GigabitEthernet1/0/1,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA045,SWL203_NIQUI_P1,GigabitEthernet1/0/19,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-NIQ-WA046,SWL203_NIQUI_P1,GigabitEthernet1/0/20,LATO-CO-DSC-MDE-NIQ-01
CO-DSC-TEN-WA001,SWL201_CLARO_QUADRATTO,GigabitEthernet1/0/4,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA002,SWL201_CLARO_QUADRATTO,GigabitEthernet1/0/3,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA003,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/9,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA004,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA005,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/7,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA006,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA007,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/3,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA008,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/8,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA009,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/10,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA010,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/1,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA011,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/4,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA012,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/12,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA013,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/9,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA014,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/8,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA015,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/14,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA016,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/11,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA017,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/3,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA018,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/2,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA019,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/7,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA020,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/4,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA021,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/12,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA022,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/10,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA023,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/13,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA024,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/6,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA025,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/13,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA026,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/5,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA027,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/15,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA028,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/5,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA029,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/6,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA030,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/16,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA031,SWL201_CLARO_QUADRATTO,GigabitEthernet1/0/27,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA032,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/11,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA033,SWL202_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/14,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA034,SWL201_CLARO_QUADRATTO_BOD_AP,GigabitEthernet1/0/18,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TEN-WA035,SWL201_CLARO_QUADRATTO,GigabitEthernet1/0/26,LATO-CO-DSC-BOG-TEN-03
CO-DSC-TLC05-WA001,SWL201_CARTAGENA_PAMERICA_RACKAP_BODP1,GigabitEthernet1/0/2,LATO-CO-DSC-CTG-PAR-05
CO-DSC-TLC05-WA002,SWL201_CARTAGENA_PAMERICA_ADM_P2,GigabitEthernet1/0/2,LATO-CO-DSC-CTG-PAR-05
CO-DSC-TLC05-WA003,SWL201_CARTAGENA_PAMERICA_RACKAP_BODP1,GigabitEthernet1/0/3,LATO-CO-DSC-CTG-PAR-05
CO-DSC-TLC05-WA004,SWL201_CARTAGENA_PAMERICA_RACKAP_BODP1,GigabitEthernet1/0/1,LATO-CO-DSC-CTG-PAR-05
CO-EXP-BAQ-WA001,CO-NWSW-EXP-BAQ-BAQ-FVH2906L5B7,GigabitEthernet1/0/14,LATO-CO-EXP-BAQ-BAQ-01
CO-EXP-BGA-WA001,CO-NWSW-EXP-BGA-BGA-FVH2906L5HD,GigabitEthernet1/0/2,LATO-CO-EXP-BGA-BGA-01
CO-EXP-BOG-WA001,CO-NWSW-EXP-GTW-GTW-FJC27042TPS,GigabitEthernet1/0/5,LATO-CO-EXP-BOG-BOG-01
CO-EXP-BOG-WA002,CO-NWSW-EXP-GTW-GTW-JAE24440F8W,GigabitEthernet1/0/3,LATO-CO-EXP-BOG-BOG-01
CO-EXP-BOG-WA003,CO-NWSW-EXP-GTW-GTW-JAE24440F8W,GigabitEthernet1/0/1,LATO-CO-EXP-BOG-BOG-01
CO-EXP-BOG-WA004,CO-NWSW-EXP-GTW-GTW-FJC27042TPS,GigabitEthernet1/0/3,LATO-CO-EXP-BOG-BOG-01
CO-EXP-BOG-WA005,CO-NWSW-EXP-GTW-GTW-JAE24440F8W,GigabitEthernet1/0/2,LATO-CO-EXP-BOG-BOG-01
CO-EXP-BOG-WA006,CO-NWSW-EXP-GTW-GTW-FJC27042TPS,GigabitEthernet1/0/2,LATO-CO-EXP-BOG-BOG-01
CO-EXP-BOG-WA007,CO-NWSW-EXP-GTW-GTW-FJC27042TPS,GigabitEthernet1/0/1,LATO-CO-EXP-BOG-BOG-01
CO-EXP-BOG-WA008,CO-NWSW-EXP-GTW-GTW-FJC27042TPS,GigabitEthernet1/0/4,LATO-CO-EXP-BOG-BOG-01
CO-EXP-CLO-WA001,CO-NWSW-EXP-CLO-CLO-FVH2906L5Z4,GigabitEthernet1/0/3,LATO-CO-EXP-CLO-CLO-01
CO-EXP-CLO-WA002,CO-NWSW-EXP-CLO-CLO-FVH2906L5Z4,GigabitEthernet1/0/46,LATO-CO-EXP-CLO-CLO-01
CO-EXP-CLO-WA003,CO-NWSW-EXP-CLO-CLO-FVH2906L5Z4,GigabitEthernet1/0/2,LATO-CO-EXP-CLO-CLO-01
CO-EXP-CLO-WA004,CO-NWSW-EXP-CLO-CLO-FVH2906L5Z4,GigabitEthernet1/0/5,LATO-CO-EXP-CLO-CLO-01
CO-EXP-CTG-WA001,CO-NWSW-EXP-CTG-CTG-FVH2906L5Z8,GigabitEthernet1/0/12,LATO-CO-EXP-CTG-CTG-01
CO-EXP-GTW-WA001,CO-NWSW-EXP-GTW-GTW-JAE263610KU,GigabitEthernet1/0/22,LATO-CO-EXP-BOG-GTW-01
CO-EXP-MDE-WA001,CO-NWSW-EXP-MDE-MDE-JAE24471FYM,GigabitEthernet1/0/22,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MDE-WA002,CO-NWSW-EXP-MDE-MDE-JAE24471FYM,GigabitEthernet1/0/5,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MDE-WA003,CO-NWSW-EXP-MDE-MDE-FJC245014PD,GigabitEthernet2/0/1,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MDE-WA004,CO-NWSW-EXP-MDE-MDE-FJC245014PD,GigabitEthernet2/0/2,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MDE-WA005,CO-NWSW-EXP-MDE-MDE-JAE24471FYM,GigabitEthernet1/0/1,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MDE-WA006,CO-NWSW-EXP-MDE-MDE-JAE24471FYM,GigabitEthernet1/0/4,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MDE-WA007,CO-NWSW-EXP-MDE-MDE-JAE24471FYM,GigabitEthernet1/0/2,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MDE-WA008,CO-NWSW-EXP-MDE-MDE-JAE24471FYM,GigabitEthernet1/0/3,LATO-CO-EXP-MDE-MDE-01
CO-EXP-MZL-WA001,CO-NWSW-EXP-MZL-MZL-FVH2906L60F,GigabitEthernet1/0/40,LATO-CO-EXP-MZL-MZL-01
CO-EXP-PEI-WA001,CO-NWSW-EXP-PEI-PEI-FVH2906L6L4,GigabitEthernet1/0/7,LATO-CO-EXP-PEI-PEI-01
CO-EXP-SUB-WA001,CO-NWSW-EXP-BOG-SUB-JAE244713E9,GigabitEthernet1/0/26,LATO-CO-EXP-BOG-SUB-01
CO-EXP-SUB-WA002,CO-NWSW-EXP-BOG-SUB-JAE24440FE3,GigabitEthernet1/0/7,LATO-CO-EXP-BOG-SUB-01
CO-EXP-SUB-WA003,CO-NWSW-EXP-BOG-SUB-JAE24440MR3,GigabitEthernet1/0/7,LATO-CO-EXP-BOG-SUB-01
