ap_name,switch,port,site
BR-RONALDO-WA001,BR-RONALDO-SW002,GigabitEthernet3/0/47,LATO-BR-RONALDO-01
BR-RONALDO-WA002,BR-RONALDO-SW003,GigabitEthernet1/0/18,LATO-BR-RONALDO-01
BR-DSC-LOZ-MTS-01-TesteAZN,BR-DSC-LOZ-MTS-P06-SW017,GigabitEthernet1/0/45,LATO-BR-DSC-LOZ-MTS-01
CA-EXP-YTZ-Forescount,YTZ-CO01-EXP-9410-SW01,GigabitEthernet3/0/47,DHLIBPTON04-YTZ-Brampton
CA-EXP-YTZ-Forescount2,YTZ-CO01-EXP-9410-SW02,GigabitEthernet3/0/48,DHLIBPTON04-YTZ-Brampton
CA-EXP-YTZ-Forescount3,YTZ-CO01-EXP-9410-SW03,GigabitEthernet3/0/49,DHLIBPTON04-YTZ-Brampton
CA-EXP-YTZ-Forescount4,YTZ-CO01-EXP-9410-SW04,GigabitEthernet3/0/50,DHLIBPTON04-YTZ-Brampton
AR-DGF-BUE-BOS-WA001,BOS-SW02,GigabitEthernet1/0/48,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA002,BOS-SW04,GigabitEthernet1/0/47,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA003,BOS-SW06,GigabitEthernet1/0/47,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA004,BOS-SW04,GigabitEthernet1/0/48,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA005,BOS-SW01,GigabitEthernet1/0/47,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA006,BOS-SW01,GigabitEthernet1/0/48,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA007,BOS-SW03,GigabitEthernet1/0/48,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA008,BOS-SW02,GigabitEthernet1/0/6,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA009,BOS-SW02,GigabitEthernet1/0/47,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-BOS-WA010,BOS-SW06,GigabitEthernet1/0/48,LATO-AR-DGF-BUE-BOS-01
AR-DGF-BUE-CIU-WA001,SW_PPAL_1,GigabitEthernet1/0/28,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA002,SW-R2,GigabitEthernet1/0/1,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA003,SW_PPAL_1,GigabitEthernet2/0/15,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA005,SW-R2,GigabitEthernet1/0/4,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA007,SW-R3,GigabitEthernet1/0/17,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA008,SW-R3,GigabitEthernet1/0/2,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA009,SW-R3,GigabitEthernet1/0/1,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA010,SW-R2,GigabitEthernet1/0/15,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA011,SW-R2,GigabitEthernet1/0/6,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-CIU-WA012,SW-R2,GigabitEthernet1/0/2,LATO-AR-DGF-BUE-CIU-01
AR-DGF-BUE-EZE-WA001,EZE-SW01,GigabitEthernet1/0/6,LATO-AR-DGF-BUE-EZE-01
AR-DSC-BUE-PCD-WA001,AR-DSC-BUE-PCD-SW001,GigabitEthernet1/0/43,LATO-AR-DSC-BUE-PCD-01
AR-DSC-BUE-PCD-WA002,AR-DSC-BUE-PCD-SW004,GigabitEthernet1/0/23,LATO-AR-DSC-BUE-PCD-01
AR-DSC-BUE-PCD-WA003,AR-DSC-BUE-PCD-SW002,GigabitEthernet1/0/23,LATO-AR-DSC-BUE-PCD-01
AR-DSC-BUE-PCD-WA004,AR-DSC-BUE-PCD-SW010,GigabitEthernet1/0/23,LATO-AR-DSC-BUE-PCD-01
AR-DSC-BUE-PTC-WA001,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/46,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA002,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/39,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA003,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/45,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA004,AR-DSC-BUE-PTC-SW006,GigabitEthernet1/0/1,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA005,AR-DSC-BUE-PTC-SW006,GigabitEthernet1/0/2,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA006,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/44,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA007,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/43,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA008,AR-DSC-BUE-PTC-SW004,GigabitEthernet1/0/21,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA009,AR-DSC-BUE-PTC-SW006,GigabitEthernet1/0/21,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA010,AR-DSC-BUE-PTC-SW007,GigabitEthernet1/0/23,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA011,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/37,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA012,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/42,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA013,AR-DSC-BUE-PTC-SW002,GigabitEthernet1/0/41,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA014,AR-DSC-BUE-PTC-SW007,GigabitEthernet1/0/22,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA015,AR-DSC-BUE-PTC-SW011,GigabitEthernet1/0/22,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA016,AR-DSC-BUE-PTC-SW011,GigabitEthernet1/0/23,LATO-AR-DSC-BUE-PTC-01
AR-DSC-BUE-PTC-WA017,AR-DSC-BUE-PTC-SW011,GigabitEthernet1/0/17,LATO-AR-DSC-BUE-PTC-01
AR-DSC-SPZ-CLX-WA001,AR-DSC-SPZ-CLX-SW001,GigabitEthernet1/0/21,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA002,AR-DSC-SPZ-CLX-SW001,GigabitEthernet1/0/19,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA003,AR-DSC-SPZ-CLX-SW004,GigabitEthernet1/0/24,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA004,AR-DSC-SPZ-CLX-SW004,GigabitEthernet1/0/23,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA005,AR-DSC-SPZ-CLX-SW005,GigabitEthernet1/0/23,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA006,AR-DSC-SPZ-CLX-SW005,GigabitEthernet1/0/24,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA007,AR-DSC-SPZ-CLX-SW006,GigabitEthernet1/0/21,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA008,AR-DSC-SPZ-CLX-SW006,GigabitEthernet1/0/22,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA009,AR-DSC-SPZ-CLX-SW006,GigabitEthernet1/0/23,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA010,AR-DSC-SPZ-CLX-SW001,GigabitEthernet1/0/18,LATO-AR-DSC-SPZ-CLX-01
AR-DSC-SPZ-CLX-WA011,AR-DSC-SPZ-CLX-SW001,GigabitEthernet1/0/22,LATO-AR-DSC-SPZ-CLX-01
AR-EXP-BUE-EZE-WA004,Eze-Access01,GigabitEthernet1/0/22,LATO-AR-EXP-BUE-EZE-01
AR-EXP-BUE-EZE-WA005,Eze-Access01,GigabitEthernet2/0/22,LATO-AR-EXP-BUE-EZE-01
AR-EXP-BUE-EZE-WA006,Eze-Access01,GigabitEthernet1/0/18,LATO-AR-EXP-BUE-EZE-01
AR-EXP-BUE-LRZ-WA001,CUSA1,GigabitEthernet2/0/45,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA002,SERV1,GigabitEthernet2/0/1,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA003,SERV1,GigabitEthernet1/0/31,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA004,CORE,GigabitEthernet2/0/27,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA005,SERV1,GigabitEthernet1/0/28,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA007,CORE,GigabitEthernet2/0/25,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA009,Computos_1,GigabitEthernet2/0/22,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA010,CUST1,GigabitEthernet1/0/48,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA011,OPER2,GigabitEthernet1/0/3,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA016,SERV1,GigabitEthernet1/0/44,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA018,OPER2,GigabitEthernet1/0/44,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA019,ADUA1,GigabitEthernet1/0/48,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA020,ADUA1,GigabitEthernet3/0/18,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA021,ADUA1,GigabitEthernet1/0/40,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA022,OPER3,GigabitEthernet1/0/18,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA023,OPER1,GigabitEthernet1/0/7,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA024,FSSC1,GigabitEthernet1/0/1,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA025,ADUA1,GigabitEthernet2/0/26,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-BUE-LRZ-WA026,OPER2,GigabitEthernet1/0/41,LATO-AR-EXP-BUE-LRZ-01
AR-EXP-COR-COR-WA001,AR-EXP-COR-COR-SW001,GigabitEthernet1/0/20,LATO-AR-EXP-COR-COR-01
AR-EXP-MDZ-MDZ-WA001,Switch,GigabitEthernet1/0/4,LATO-AR-EXP-MDZ-MDZ-01
AR-EXP-ROS-ROS-WA001,Switch,GigabitEthernet1/0/4,LATO-AR-EXP-ROS-ROS-01
BB-EXP-BGI-GTW-WA001,am-bb-bgi-gtw-sw1,GigabitEthernet1/0/2,LATO-BB-EXP-BGI-GTW-01
BB-EXP-BGI-GTW-WA002,am-bb-bgi-gtw-sw1,GigabitEthernet1/0/1,LATO-BB-EXP-BGI-GTW-01
BB-EXP-BGI-POS-WA001,f80f6f58682c,Gi1,LATO-BB-EXP-BGI-POS-01
BB-EXP-BGI-WA001,am-bb-bgi-sw1,GigabitEthernet1/0/1,LATO-BB-EXP-BGI-BGI-01
BB-EXP-BGI-WA002,am-bb-bgi-sw1,GigabitEthernet1/0/2,LATO-BB-EXP-BGI-BGI-01
BB-EXP-BGI-WA003,am-bb-bgi-sw4,GigabitEthernet1/0/22,LATO-BB-EXP-BGI-BGI-01
BB-EXP-BGI-WA004,am-bb-bgi-sw4,GigabitEthernet1/0/23,LATO-BB-EXP-BGI-BGI-01
BB-EXP-BGI-WA005,am-bb-bgi-sw4,GigabitEthernet1/0/21,LATO-BB-EXP-BGI-BGI-01
BM-EXP-BDACO-WA001,am-bm-bda-swhamilton,GigabitEthernet1/0/22,LATO-BM-EXP-BDA-BDA-01
BM-EXP-BDA-WA001,am-bm-bda-swcore,GigabitEthernet1/0/10,LATO-BM-EXP-BDA-BDA-01
BM-EXP-BDA-WA002,am-bm-bda-swcore,GigabitEthernet1/0/11,LATO-BM-EXP-BDA-BDA-01
BO-EXP-CBB-WA001,SWBOCBBA001,GigabitEthernet1/0/17,LATO-BO-EXP-CBB-CBB-01
BO-EXP-LPB-GTW-WA001,SWDHLBOLPB02,GigabitEthernet1/0/1,LATO-BO-EXP-LPB-GTW-01
BO-EXP-LPB-LPB-WA001,SWBOLPZSEDE002,GigabitEthernet1/0/13,LATO-BO-EXP-LPB-LPB-01
BO-EXP-SRZW1-WA001,SWBOSCZVV01,GigabitEthernet1/0/20,LATO-BO-EXP-SRZ-GTW-01
BO-EXP-SRZW2-WA001,SWBOSCZVVGLP01,GigabitEthernet1/0/1,LATO-BO-EXP-SRZ-GTW-02
BO-EXP-SRZ-WA001_new,SWBOSCZPB002,GigabitEthernet1/0/48,LATO-BO-EXP-SRZ-SRZ-01
BO-EXP-SRZ-WA002,SWBOSCZP1002,GigabitEthernet1/0/2,LATO-BO-EXP-SRZ-SRZ-01
BO-EXP-SRZ-WA002_new,SWBOSCZP1001,GigabitEthernet1/0/39,LATO-BO-EXP-SRZ-SRZ-01
BO-EXP-SRZ-WA004,SWBOSCZCorePB001,GigabitEthernet1/0/32,LATO-BO-EXP-SRZ-SRZ-01
BO-EXP-SRZ-WA005,SWBOLPZSEDE001,GigabitEthernet1/0/36,LATO-BO-EXP-SRZ-SRZ-01
BR-DGF-BET-WA001,SWC_7.8.120.4,GigabitEthernet1/0/1,LATO-BR-DGF-BET-WHS-01
BR-DGF-BET-WA003,SWC_7.8.120.4,GigabitEthernet1/0/2,LATO-BR-DGF-BET-WHS-01
BR-DGF-BET-WA004,SWC_7.8.120.4,GigabitEthernet1/0/7,LATO-BR-DGF-BET-WHS-01
BR-DGF-BET-WA005,SWC_7.8.120.4,GigabitEthernet1/0/3,LATO-BR-DGF-BET-WHS-01
BR-DGF-BET-WA006,SWC_7.8.120.4,GigabitEthernet1/0/9,LATO-BR-DGF-BET-WHS-01
BR-DGF-BET-WA007,SWC_7.8.120.4,GigabitEthernet1/0/5,LATO-BR-DGF-BET-WHS-01
BR-DGF-BET-WA008,SWC_7.8.120.4,GigabitEthernet1/0/8,LATO-BR-DGF-BET-WHS-01
BR-DGF-BHZ-WA001,SWC_7.8.248.161,GigabitEthernet1/0/22,LATO-BR-DGF-BHZ-AMS-01
BR-DGF-CPS-WA001,SWC_7.8.244.1,GigabitEthernet2/0/4,LATO-BR-DGF-CPS-DMS-01
BR-DGF-CPS-WA002,SWC_7.8.244.1,GigabitEthernet1/0/4,LATO-BR-DGF-CPS-DMS-01
BR-DGF-CPS-WA003,SWC_7.8.244.1,GigabitEthernet1/0/23,LATO-BR-DGF-CPS-DMS-01
BR-DGF-CPS-WA004,SWC_7.8.244.1,GigabitEthernet1/0/2,LATO-BR-DGF-CPS-DMS-01
BR-DGF-CWB-WA001,SWC_7.8.248.97,GigabitEthernet1/0/15,LATO-BR-DGF-CWB-CNO-01
BR-DGF-CWB-WA002,SWC_7.8.248.97,GigabitEthernet1/0/17,LATO-BR-DGF-CWB-CNO-01
BR-DGF-JCU-WA001,SW_7.8.16.17,GigabitEthernet1/0/5,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA002,SW_7.8.16.17,GigabitEthernet1/0/6,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA003,SW_7.8.16.17,GigabitEthernet1/0/4,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA004,SW_7.8.16.17,GigabitEthernet1/0/9,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA005,SW_7.8.16.17,GigabitEthernet1/0/10,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA006,SW_7.8.16.17,GigabitEthernet1/0/7,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA007,SW_7.8.16.17,GigabitEthernet1/0/3,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA008,SW_7.8.16.17,GigabitEthernet1/0/12,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA009,SW_7.8.16.17,GigabitEthernet1/0/11,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA010,SW_7.8.16.17,GigabitEthernet1/0/14,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA011,SW_7.8.16.17,GigabitEthernet1/0/8,LATO-BR-DGF-SAO-URB-01
BR-DGF-JCU-WA012,SW_7.8.16.17,GigabitEthernet1/0/13,LATO-BR-DGF-SAO-URB-01
BR-DGF-MAO-WA001,SWC_7.8.247.225,GigabitEthernet1/0/46,LATO-BR-DGF-MAO-DBA-01
BR-DGF-POA-WA001,SWC_7.8.247.161,GigabitEthernet1/0/45,LATO-BR-DGF-POA-CGS-01
BR-DGF-POA-WA002,SW_7.8.247.162,GigabitEthernet1/0/22,LATO-BR-DGF-POA-CGS-01
BR-DGF-RIO-WA001,SWC_7.8.247.97,GigabitEthernet1/0/21,LATO-BR-DGF-RIO-OTN-01
BR-DGF-RIO-WA002,SWC_7.8.247.97,GigabitEthernet1/0/20,LATO-BR-DGF-RIO-OTN-01
BR-DGF-SSZ-WA001,SWC_7.8.247.1,GigabitEthernet1/0/6,LATO-BR-DGF-SSZ-PMC-01
BR-DGF-SSZ-WA002,SWC_7.8.247.1,GigabitEthernet2/0/6,LATO-BR-DGF-SSZ-PMC-01
BR-DGF-SSZ-WA003,SWC_7.8.247.1,GigabitEthernet2/0/8,LATO-BR-DGF-SSZ-PMC-01
BR-DGF-VCP-WA001,SWC_7.8.247.33,GigabitEthernet1/0/46,LATO-BR-DGF-CPQ-VCP-01
BR-DSC-AGI-MTS-WA001,BR-DSC-AGI-MTS-SW001,GigabitEthernet1/0/21,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA002,BR-DSC-AGI-MTS-SW005,GigabitEthernet1/0/23,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA003,BR-DSC-AGI-MTS-SW008,FastEthernet0/24,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA004,BR-DSC-AGI-MTS-SW009,GigabitEthernet1/0/1,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA005,BR-DSC-AGI-MTS-SW009,GigabitEthernet1/0/2,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA006,BR-DSC-AGI-MTS-SW009,GigabitEthernet1/0/3,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA007,BR-DSC-AGI-MTS-SW009,GigabitEthernet1/0/4,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA008,BR-DSC-AGI-MTS-SW009,GigabitEthernet1/0/5,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA009,BR-DSC-AGI-MTS-SW009,GigabitEthernet1/0/6,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA010,BR-DSC-AGI-MTS-SW009,GigabitEthernet1/0/7,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA011,BR-DSC-AGI-MTS-SW010,GigabitEthernet0/1,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA012,BR-DSC-AGI-MTS-SW010,GigabitEthernet0/2,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA013,BR-DSC-AGI-MTS-SW010,GigabitEthernet0/3,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA014,BR-DSC-AGI-MTS-SW010,GigabitEthernet0/4,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA015,BR-DSC-AGI-MTS-SW011,GigabitEthernet0/1,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA016,BR-DSC-AGI-MTS-SW011,GigabitEthernet0/2,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA017,BR-DSC-AGI-MTS-SW011,GigabitEthernet0/3,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA018,BR-DSC-AGI-MTS-SW011,GigabitEthernet0/4,LATO-BR-DSC-AGI-MTS-01
BR-DSC-AGI-MTS-WA019,BR-DSC-AGI-MTS-SW004,GigabitEthernet1/0/24,LATO-BR-DSC-AGI-MTS-01
BR-DSC-APS-POL-WA001,BR-DSC-APS-POL-SW001,GigabitEthernet1/0/23,LATO-BR-DSC-APS-POL-01
BR-DSC-BAR-TSP-WA001,BR-DSC-BAR-TSP-SW001,GigabitEthernet1/0/23,LATO-BR-DSC-BAR-TSP-01
BR-DSC-BAR-TSP-WA002,BR-DSC-BAR-TSP-SW001,GigabitEthernet1/0/21,LATO-BR-DSC-BAR-TSP-01
BR-DSC-BAR-TSP-WA003,BR-DSC-BAR-TSP-SW001,GigabitEthernet1/0/24,LATO-BR-DSC-BAR-TSP-01
BR-DSC-BAR-TSP-WA004,BR-DSC-BAR-TSP-SW001,GigabitEthernet1/0/19,LATO-BR-DSC-BAR-TSP-01
BR-DSC-BAR-TSP-WA005,BR-DSC-BAR-TSP-SW001,GigabitEthernet1/0/20,LATO-BR-DSC-BAR-TSP-01
BR-DSC-BAR-TSP-WA007,BR-DSC-BAR-TSP-SW001,GigabitEthernet1/0/22,LATO-BR-DSC-BAR-TSP-01
BR-DSC-BSB-GMS-WA001,BR-DSC-BSB-GMS-SW003,GigabitEthernet0/2,LATO-BR-DSC-BSB-GMS-01
BR-DSC-BSB-GMS-WA002,BR-DSC-BSB-GMS-SW003,GigabitEthernet0/1,LATO-BR-DSC-BSB-GMS-01
BR-DSC-BSB-GMS-WA003,BR-DSC-BSB-GMS-SW004,GigabitEthernet0/2,LATO-BR-DSC-BSB-GMS-01
BR-DSC-BSB-GMS-WA004,BR-DSC-BSB-GMS-SW004,GigabitEthernet0/1,LATO-BR-DSC-BSB-GMS-01
BR-DSC-BSB-GMS-WA005,BR-DSC-BSB-GMS-SW004,GigabitEthernet0/4,LATO-BR-DSC-BSB-GMS-01
BR-DSC-BSB-GMS-WA006,BR-DSC-BSB-GMS-SW001,GigabitEthernet1/0/3,LATO-BR-DSC-BSB-GMS-01
BR-DSC-CBV-PCO-WA001,BR-DSC-CBV-PCO-SW001,GigabitEthernet1/0/23,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA002,BR-DSC-CBV-PCO-SW001,GigabitEthernet1/0/22,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA003,BR-DSC-CBV-PCO-SW005,GigabitEthernet1/0/22,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA005,BR-DSC-CBV-PCO-SW011,GigabitEthernet1/0/13,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA006,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/2,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA007,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/11,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA008,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/4,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA009,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/3,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA010,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/1,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA011,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/7,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA012,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/6,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA013,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/9,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA014,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/10,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA015,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/8,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA016,BR-DSC-CBV-PCO-SW017,GigabitEthernet1/0/5,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA017,BR-DSC-CBV-PCO-SW014,GigabitEthernet0/11,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA018,BR-DSC-CBV-PCO-SW015,GigabitEthernet0/7,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA019,BR-DSC-CBV-PCO-SW014,GigabitEthernet0/1,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA020,BR-DSC-CBV-PCO-SW014,GigabitEthernet0/2,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA021,BR-DSC-CBV-PCO-SW014,GigabitEthernet0/3,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA022,BR-DSC-CBV-PCO-SW014,GigabitEthernet0/5,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA023,BR-DSC-CBV-PCO-SW014,GigabitEthernet0/4,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA024,BR-DSC-CBV-PCO-SW015,GigabitEthernet0/4,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA025,BR-DSC-CBV-PCO-SW015,GigabitEthernet0/1,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA026,BR-DSC-CBV-PCO-SW015,GigabitEthernet0/2,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA027,BR-DSC-CBV-PCO-SW015,GigabitEthernet0/3,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA028,BR-DSC-CBV-PCO-SW009,GigabitEthernet0/1,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA029,BR-DSC-CBV-PCO-SW009,GigabitEthernet0/2,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA030,BR-DSC-CBV-PCO-SW010,GigabitEthernet0/1,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA031,BR-DSC-CBV-PCO-SW010,GigabitEthernet0/6,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA032,BR-DSC-CBV-PCO-SW010,GigabitEthernet0/2,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA033,BR-DSC-CBV-PCO-SW008,GigabitEthernet1/0/9,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA034,BR-DSC-CBV-PCO-SW008,GigabitEthernet1/0/10,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA035,BR-DSC-CBV-PCO-SW009,GigabitEthernet0/3,LATO-BR-DSC-CBV-PCO-01
BR-DSC-CBV-PCO-WA036,BR-DSC-CBV-PCO-SW009,GigabitEthernet0/4,LATO-BR-DSC-CBV-PCO-01
